"literal","code","standard","contributor","broader_code","broader_term","uri","broader_uri"
"tutelaries","300412149","tutelaries","AAT Getty NL","300412150","beschermgoden","http://vocab.getty.edu/aat/300412149","http://vocab.getty.edu/aat/300412150"
"bhikkhu's","300412027","bhikkhu's","AAT Getty NL","300412026","boeddhistische geestelijken","http://vocab.getty.edu/aat/300412027","http://vocab.getty.edu/aat/300412026"
"melksters","300404863","melksters","AAT Getty NL","300404864","melkers","http://vocab.getty.edu/aat/300404863","http://vocab.getty.edu/aat/300404864"
"aartsengelen","300412110","aartsengelen","AAT Getty NL","300379004","engelen","http://vocab.getty.edu/aat/300412110","http://vocab.getty.edu/aat/300379004"
"scheppersgoden","300412038","scheppersgoden","AAT Getty NL","300343850","godheden","http://vocab.getty.edu/aat/300412038","http://vocab.getty.edu/aat/300343850"
"oermoeders","300412036","oermoeders (godheden)","AAT Getty NL","300343852","godinnen","http://vocab.getty.edu/aat/300412036","http://vocab.getty.edu/aat/300343852"
"turntablisten","300265806","turntablisten","AAT Getty NL","300265803","diskjockeys","http://vocab.getty.edu/aat/300265806","http://vocab.getty.edu/aat/300265803"
"teocuitlatzotzonque","300404921","teocuitlatzotzonque","AAT Getty NL","300264832","goudslagers","http://vocab.getty.edu/aat/300404921","http://vocab.getty.edu/aat/300264832"
"black indian","300263269","Black Indian","AAT Getty NL","300263463","gemaskerden","http://vocab.getty.edu/aat/300263269","http://vocab.getty.edu/aat/300263463"
"mardi gras-indianen","300263942","Mardi Gras-indianen","AAT Getty NL","300263269","Black Indian","http://vocab.getty.edu/aat/300263942","http://vocab.getty.edu/aat/300263269"
"ninja's","300391090","ninja's","AAT Getty NL","300261945","krijgers","http://vocab.getty.edu/aat/300391090","http://vocab.getty.edu/aat/300261945"
"outsiderkunstenaars","300266229","outsiderkunstenaars","AAT Getty NL","300257252","autodidactische kunstenaars","http://vocab.getty.edu/aat/300266229","http://vocab.getty.edu/aat/300257252"
"padisjahs","300264272","padisjahs","AAT Getty NL","300258669","sjahs","http://vocab.getty.edu/aat/300264272","http://vocab.getty.edu/aat/300258669"
"griottes","300260319","griottes","AAT Getty NL","300260302","griots","http://vocab.getty.edu/aat/300260319","http://vocab.getty.edu/aat/300260302"
"geologen","300025799","geologen","AAT Getty NL","300254368","aardwetenschappers","http://vocab.getty.edu/aat/300025799","http://vocab.getty.edu/aat/300254368"
"tijdrekenkundigen","300252014","tijdrekenkundigen","AAT Getty NL","300252020","<personen in interdisciplinaire vakgebieden>","http://vocab.getty.edu/aat/300252014","http://vocab.getty.edu/aat/300252020"
"borduurders","300025352","borduurders","AAT Getty NL","300252058","naaldwerkers","http://vocab.getty.edu/aat/300025352","http://vocab.getty.edu/aat/300252058"
"kabinetsleden","300136387","kabinetsleden","AAT Getty NL","300250373","ministers (overheidsfunctionarissen)","http://vocab.getty.edu/aat/300136387","http://vocab.getty.edu/aat/300250373"
"biomedische technici","300025068","biomedische technici","AAT Getty NL","300250637","biotechnici","http://vocab.getty.edu/aat/300025068","http://vocab.getty.edu/aat/300250637"
"bakkers","300136385","bakkers","AAT Getty NL","300248012","koks","http://vocab.getty.edu/aat/300136385","http://vocab.getty.edu/aat/300248012"
"galvaniseurs","300025301","galvaniseurs","AAT Getty NL","300238344","platteerders","http://vocab.getty.edu/aat/300025301","http://vocab.getty.edu/aat/300238344"
"brandweerlieden","300025862","brandweerlieden","AAT Getty NL","300239083","<personen in beveiligings- en beschermingsberoepen>","http://vocab.getty.edu/aat/300025862","http://vocab.getty.edu/aat/300239083"
"animators","300025646","animators","AAT Getty NL","300239108","<personen in beroepen met betrekking tot de visuele kunsten>","http://vocab.getty.edu/aat/300025646","http://vocab.getty.edu/aat/300239108"
"acolieten","300266370","acolieten","AAT Getty NL","300239152","christelijke geestelijken","http://vocab.getty.edu/aat/300266370","http://vocab.getty.edu/aat/300239152"
"chazans","300136390","chazans","AAT Getty NL","300239153","joodse geestelijken","http://vocab.getty.edu/aat/300136390","http://vocab.getty.edu/aat/300239153"
"ayatollahs","300025755","ayatollahs","AAT Getty NL","300239154","islamitische geestelijken","http://vocab.getty.edu/aat/300025755","http://vocab.getty.edu/aat/300239154"
"magiërs","300188718","magiërs","AAT Getty NL","300239169","Zoroastrische geestelijken","http://vocab.getty.edu/aat/300188718","http://vocab.getty.edu/aat/300239169"
"alchemisten","300236020","alchemisten","AAT Getty NL","300239172","<personen in de occulte wetenschappen>","http://vocab.getty.edu/aat/300236020","http://vocab.getty.edu/aat/300239172"
"zakenmannen","300025210","zakenmannen","AAT Getty NL","300239179","zakenmensen","http://vocab.getty.edu/aat/300025210","http://vocab.getty.edu/aat/300239179"
"censoren","300192800","censoren","AAT Getty NL","300239192","<overheidsfunctionarissen naar activiteit>","http://vocab.getty.edu/aat/300192800","http://vocab.getty.edu/aat/300239192"
"admiraals","300236014","admiraals","AAT Getty NL","300236210","officieren","http://vocab.getty.edu/aat/300236014","http://vocab.getty.edu/aat/300236210"
"cellarii","300258978","cellarii","AAT Getty NL","300236284","rentmeesters","http://vocab.getty.edu/aat/300258978","http://vocab.getty.edu/aat/300236284"
"loodsen","300411551","loodsen (scheepvaart)","AAT Getty NL","300236293","piloten","http://vocab.getty.edu/aat/300411551","http://vocab.getty.edu/aat/300236293"
"condottieri","300236493","condottieri","AAT Getty NL","300236474","bevelvoerende officieren","http://vocab.getty.edu/aat/300236493","http://vocab.getty.edu/aat/300236474"
"ballerina's","300236026","ballerina's","AAT Getty NL","300236566","balletdansers","http://vocab.getty.edu/aat/300236026","http://vocab.getty.edu/aat/300236566"
"industriële schilders","300136453","industriële schilders","AAT Getty NL","300236851","huisschilders","http://vocab.getty.edu/aat/300136453","http://vocab.getty.edu/aat/300236851"
"caesars","300264244","caesars","AAT Getty NL","300237007","monarchen","http://vocab.getty.edu/aat/300264244","http://vocab.getty.edu/aat/300237007"
"evangeliepredikers","300025762","evangeliepredikers","AAT Getty NL","300237357","predikers","http://vocab.getty.edu/aat/300025762","http://vocab.getty.edu/aat/300237357"
"officieren","300236210","officieren","AAT Getty NL","300237630","<personen in militaire beroepen>","http://vocab.getty.edu/aat/300236210","http://vocab.getty.edu/aat/300237630"
"klavecimbelspelers","300235014","klavecimbelspelers","AAT Getty NL","300234981","instrumentalisten: toetseninstrumenten","http://vocab.getty.edu/aat/300235014","http://vocab.getty.edu/aat/300234981"
"banjospelers","300235019","banjospelers","AAT Getty NL","300234983","instrumentalisten: snaarinstrumenten","http://vocab.getty.edu/aat/300235019","http://vocab.getty.edu/aat/300234983"
"doedelzakspelers","300234986","doedelzakspelers","AAT Getty NL","300234984","instrumentalisten: blaasinstrumenten","http://vocab.getty.edu/aat/300234986","http://vocab.getty.edu/aat/300234984"
"drummers","300235069","drummers","AAT Getty NL","300235068","percussionisten","http://vocab.getty.edu/aat/300235069","http://vocab.getty.edu/aat/300235068"
"keteltromslagers","300235070","keteltromslagers","AAT Getty NL","300235069","drummers","http://vocab.getty.edu/aat/300235070","http://vocab.getty.edu/aat/300235069"
"paukenisten","300235071","paukenisten","AAT Getty NL","300235070","keteltromslagers","http://vocab.getty.edu/aat/300235071","http://vocab.getty.edu/aat/300235070"
"landbouwkundigen","300025604","landbouwkundigen","AAT Getty NL","300230848","<personen in de landbouw>","http://vocab.getty.edu/aat/300025604","http://vocab.getty.edu/aat/300230848"
"fellahin","300263945","fellahin","AAT Getty NL","300230852","keuterboeren","http://vocab.getty.edu/aat/300263945","http://vocab.getty.edu/aat/300230852"
"ridders","300230874","ridders","AAT Getty NL","300230869","grondbezitters","http://vocab.getty.edu/aat/300230874","http://vocab.getty.edu/aat/300230869"
"beoefenaars van de geomantie","300239116","beoefenaars van de geomantie","AAT Getty NL","300207878","wichelaars","http://vocab.getty.edu/aat/300239116","http://vocab.getty.edu/aat/300207878"
"kerkvoogden","300252301","kerkvoogden","AAT Getty NL","300189710","functionarissen","http://vocab.getty.edu/aat/300252301","http://vocab.getty.edu/aat/300189710"
"cavaleristen","300236262","cavaleristen","AAT Getty NL","300185678","soldaten","http://vocab.getty.edu/aat/300236262","http://vocab.getty.edu/aat/300185678"
"dasturs","300264498","dasturs","AAT Getty NL","300188718","magiërs","http://vocab.getty.edu/aat/300264498","http://vocab.getty.edu/aat/300188718"
"courtisanes","300236521","courtisanes","AAT Getty NL","300189023","prostituees","http://vocab.getty.edu/aat/300236521","http://vocab.getty.edu/aat/300189023"
"kleurmakers","300025185","kleurmakers","AAT Getty NL","300168308","<personen in ambachten en beroepen naar product>","http://vocab.getty.edu/aat/300025185","http://vocab.getty.edu/aat/300168308"
"architectuurcritici","300025520","architectuurcritici","AAT Getty NL","300168332","<personen in beroepen met betrekking tot de kunsten>","http://vocab.getty.edu/aat/300025520","http://vocab.getty.edu/aat/300168332"
"sociale wetenschappers","300171580","sociale wetenschappers","AAT Getty NL","300168333","<personen in de sociale wetenschappen en aanverwante beroepen>","http://vocab.getty.edu/aat/300171580","http://vocab.getty.edu/aat/300168333"
"kerkhistorici","300025542","kerkhistorici","AAT Getty NL","300168335","personen in beroepen met betrekking tot religie","http://vocab.getty.edu/aat/300025542","http://vocab.getty.edu/aat/300168335"
"archivarissen","300162133","archivarissen","AAT Getty NL","300168378","<personen in beroepen met betrekking tot geschiedenis>","http://vocab.getty.edu/aat/300162133","http://vocab.getty.edu/aat/300168378"
"apostelen","300343837","apostelen","AAT Getty NL","300168457","personen in de religie","http://vocab.getty.edu/aat/300343837","http://vocab.getty.edu/aat/300168457"
"historici","300025539","historici","AAT Getty NL","300171567","<personen in de geschiedenis en aanverwante beroepen>","http://vocab.getty.edu/aat/300025539","http://vocab.getty.edu/aat/300171567"
"linguisten","300025561","linguisten","AAT Getty NL","300171570","<personen in de taalkunde en aanverwante beroepen>","http://vocab.getty.edu/aat/300025561","http://vocab.getty.edu/aat/300171570"
"auteurs","300025492","auteurs","AAT Getty NL","300171574","<personen in de literatuur>","http://vocab.getty.edu/aat/300025492","http://vocab.getty.edu/aat/300171574"
"bewerkers","300410355","bewerkers (personen in de literatuur)","AAT Getty NL","300171575","<personen in beroepen met betrekking tot literatuur>","http://vocab.getty.edu/aat/300410355","http://vocab.getty.edu/aat/300171575"
"antropologen","300025583","antropologen","AAT Getty NL","300171580","sociale wetenschappers","http://vocab.getty.edu/aat/300025583","http://vocab.getty.edu/aat/300171580"
"herenkappers","300188613","herenkappers","AAT Getty NL","300174088","<personen in dienstverlenende beroepen>","http://vocab.getty.edu/aat/300188613","http://vocab.getty.edu/aat/300174088"
"buitenlandse correspondenten","300025510","buitenlandse correspondenten","AAT Getty NL","300155251","correspondenten (verslaggevers)","http://vocab.getty.edu/aat/300025510","http://vocab.getty.edu/aat/300155251"
"anatomen","300025807","anatomen","AAT Getty NL","300155832","<personen in de gezondheidszorg en geneeskunde>","http://vocab.getty.edu/aat/300025807","http://vocab.getty.edu/aat/300155832"
"huisbewaarders","300025858","huisbewaarders","AAT Getty NL","300160390","custodes (personen)","http://vocab.getty.edu/aat/300025858","http://vocab.getty.edu/aat/300160390"
"on line-verkopers","300150802","on line-verkopers","AAT Getty NL","300150791","verkopers","http://vocab.getty.edu/aat/300150802","http://vocab.getty.edu/aat/300150791"
"ministers of the crown","300312202","ministers of the crown","AAT Getty NL","300136387","kabinetsleden","http://vocab.getty.edu/aat/300312202","http://vocab.getty.edu/aat/300136387"
"leden van het huis van afgevaardigden","300164742","leden van het Huis van Afgevaardigden","AAT Getty NL","300136445","Congresleden","http://vocab.getty.edu/aat/300164742","http://vocab.getty.edu/aat/300136445"
"codeurs","300025523","codeurs","AAT Getty NL","300137140","administrateurs","http://vocab.getty.edu/aat/300025523","http://vocab.getty.edu/aat/300137140"
"encyclopedisten","300025498","encyclopedisten","AAT Getty NL","300121766","samenstellers","http://vocab.getty.edu/aat/300025498","http://vocab.getty.edu/aat/300121766"
"omroepers","300025503","omroepers","AAT Getty NL","300103043","personen in communicatieberoepen","http://vocab.getty.edu/aat/300025503","http://vocab.getty.edu/aat/300103043"
"onafhankelijke filmers","300263843","onafhankelijke filmers","AAT Getty NL","300075154","filmers","http://vocab.getty.edu/aat/300263843","http://vocab.getty.edu/aat/300075154"
"acrobaten","300263157","acrobaten","AAT Getty NL","300068931","uitvoerend kunstenaars","http://vocab.getty.edu/aat/300263157","http://vocab.getty.edu/aat/300068931"
"biometrici","300251381","biometrici","AAT Getty NL","300025787","statistici","http://vocab.getty.edu/aat/300251381","http://vocab.getty.edu/aat/300025787"
"astronomen","300025789","astronomen","AAT Getty NL","300025788","wetenschappers","http://vocab.getty.edu/aat/300025789","http://vocab.getty.edu/aat/300025788"
"plantkundigen","300025791","plantkundigen","AAT Getty NL","300025790","biologen","http://vocab.getty.edu/aat/300025791","http://vocab.getty.edu/aat/300025790"
"entomologen","300025798","entomologen","AAT Getty NL","300025792","zoölogen","http://vocab.getty.edu/aat/300025798","http://vocab.getty.edu/aat/300025792"
"essayeurs","300025794","essayeurs","AAT Getty NL","300025793","chemici","http://vocab.getty.edu/aat/300025794","http://vocab.getty.edu/aat/300025793"
"radiologen","300264496","radiologen","AAT Getty NL","300025806","medische wetenschappers","http://vocab.getty.edu/aat/300264496","http://vocab.getty.edu/aat/300025806"
"oogartsen","300237241","oogartsen","AAT Getty NL","300025809","artsen","http://vocab.getty.edu/aat/300237241","http://vocab.getty.edu/aat/300025809"
"akoestici","300264414","akoestici","AAT Getty NL","300025816","natuurkundigen","http://vocab.getty.edu/aat/300264414","http://vocab.getty.edu/aat/300025816"
"technici voor werkzaamheden met een geborgde lijn","300404923","technici voor werkzaamheden met een geborgde lijn","AAT Getty NL","300025823","technici","http://vocab.getty.edu/aat/300404923","http://vocab.getty.edu/aat/300025823"
"conciërges","300161724","conciërges","AAT Getty NL","300025864","onderhoudslieden","http://vocab.getty.edu/aat/300161724","http://vocab.getty.edu/aat/300025864"
"politiemannen","300264351","politiemannen","AAT Getty NL","300025867","politieagenten","http://vocab.getty.edu/aat/300264351","http://vocab.getty.edu/aat/300025867"
"schoenlappers","300136719","schoenlappers","AAT Getty NL","300025869","reparateurs","http://vocab.getty.edu/aat/300136719","http://vocab.getty.edu/aat/300025869"
"dienstbodes","300136452","dienstbodes","AAT Getty NL","300025874","bedienden","http://vocab.getty.edu/aat/300136452","http://vocab.getty.edu/aat/300025874"
"handarbeiders","300025887","handarbeiders","AAT Getty NL","300025886","arbeiders","http://vocab.getty.edu/aat/300025887","http://vocab.getty.edu/aat/300025886"
"technici","300025823","technici","AAT Getty NL","300025893","geschoolde arbeiders","http://vocab.getty.edu/aat/300025823","http://vocab.getty.edu/aat/300025893"
"administrateurs","300137140","administrateurs","AAT Getty NL","300025895","hoofdarbeiders","http://vocab.getty.edu/aat/300137140","http://vocab.getty.edu/aat/300025895"
"kadetten","300247389","kadetten","AAT Getty NL","300025909","studenten","http://vocab.getty.edu/aat/300247389","http://vocab.getty.edu/aat/300025909"
"biografen","300025494","biografen","AAT Getty NL","300025492","auteurs","http://vocab.getty.edu/aat/300025494","http://vocab.getty.edu/aat/300025492"
"columnisten","300025505","columnisten","AAT Getty NL","300025501","journalisten","http://vocab.getty.edu/aat/300025505","http://vocab.getty.edu/aat/300025501"
"nieuwslezers","300025504","nieuwslezers","AAT Getty NL","300025503","omroepers","http://vocab.getty.edu/aat/300025504","http://vocab.getty.edu/aat/300025503"
"correspondenten","300155251","correspondenten (verslaggevers)","AAT Getty NL","300025508","verslaggevers","http://vocab.getty.edu/aat/300155251","http://vocab.getty.edu/aat/300025508"
"verslaggevers","300155251","correspondenten (verslaggevers)","AAT Getty NL","300025508","verslaggevers","http://vocab.getty.edu/aat/300155251","http://vocab.getty.edu/aat/300025508"
"literatuurcritici","300025522","literatuurcritici","AAT Getty NL","300025519","critici","http://vocab.getty.edu/aat/300025522","http://vocab.getty.edu/aat/300025519"
"bureauredacteuren","300189515","bureauredacteuren","AAT Getty NL","300025526","redacteuren","http://vocab.getty.edu/aat/300189515","http://vocab.getty.edu/aat/300025526"
"decanen","300025528","decanen","AAT Getty NL","300025527","onderwijzers","http://vocab.getty.edu/aat/300025528","http://vocab.getty.edu/aat/300025527"
"universitair hoofddocenten","300263066","universitair hoofddocenten","AAT Getty NL","300025529","leraren","http://vocab.getty.edu/aat/300263066","http://vocab.getty.edu/aat/300025529"
"gewone hoogleraren","300312341","gewone hoogleraren","AAT Getty NL","300025533","professoren","http://vocab.getty.edu/aat/300312341","http://vocab.getty.edu/aat/300025533"
"geschiedschrijvers","300025544","geschiedschrijvers","AAT Getty NL","300025539","historici","http://vocab.getty.edu/aat/300025544","http://vocab.getty.edu/aat/300025539"
"catalografen","300025557","catalografen","AAT Getty NL","300025550","informatiewetenschappers","http://vocab.getty.edu/aat/300025557","http://vocab.getty.edu/aat/300025550"
"mediathecarissen","300025556","mediathecarissen","AAT Getty NL","300025555","bibliothecarissen","http://vocab.getty.edu/aat/300025556","http://vocab.getty.edu/aat/300025555"
"bibliothecarissen in overheidsdienst","300025559","bibliothecarissen in overheidsdienst","AAT Getty NL","300025560","speciale bibliothecarissen","http://vocab.getty.edu/aat/300025559","http://vocab.getty.edu/aat/300025560"
"etymologen","300264848","etymologen","AAT Getty NL","300025561","linguisten","http://vocab.getty.edu/aat/300264848","http://vocab.getty.edu/aat/300025561"
"etnomusicologen","300025564","etnomusicologen","AAT Getty NL","300025563","musicologen","http://vocab.getty.edu/aat/300025564","http://vocab.getty.edu/aat/300025563"
"esthetici","300025570","esthetici","AAT Getty NL","300025569","filosofen","http://vocab.getty.edu/aat/300025570","http://vocab.getty.edu/aat/300025569"
"procesfilosofen","300260549","procesfilosofen","AAT Getty NL","300025572","metafysici","http://vocab.getty.edu/aat/300260549","http://vocab.getty.edu/aat/300025572"
"rubricatoren","300237497","rubricatoren","AAT Getty NL","300025580","kopiisten (schrijvers)","http://vocab.getty.edu/aat/300237497","http://vocab.getty.edu/aat/300025580"
"etnografen","300236750","etnografen","AAT Getty NL","300025583","antropologen","http://vocab.getty.edu/aat/300236750","http://vocab.getty.edu/aat/300025583"
"etnohistorici","300263349","etnohistorici","AAT Getty NL","300025584","sociaal antropologen","http://vocab.getty.edu/aat/300263349","http://vocab.getty.edu/aat/300025584"
"cartografen","300025593","cartografen","AAT Getty NL","300025592","geografen","http://vocab.getty.edu/aat/300025593","http://vocab.getty.edu/aat/300025592"
"geopolitici","300255151","geopolitici","AAT Getty NL","300025596","politicologen","http://vocab.getty.edu/aat/300255151","http://vocab.getty.edu/aat/300025596"
"tolken","300025602","tolken","AAT Getty NL","300025601","vertalers","http://vocab.getty.edu/aat/300025602","http://vocab.getty.edu/aat/300025601"
"akkerbouwkundigen","300254398","akkerbouwkundigen","AAT Getty NL","300025604","landbouwkundigen","http://vocab.getty.edu/aat/300254398","http://vocab.getty.edu/aat/300025604"
"keuterboeren","300230852","keuterboeren","AAT Getty NL","300025607","boeren","http://vocab.getty.edu/aat/300230852","http://vocab.getty.edu/aat/300025607"
"houthakkers","300025610","houthakkers","AAT Getty NL","300025611","bosbouwers","http://vocab.getty.edu/aat/300025610","http://vocab.getty.edu/aat/300025611"
"scheidsrechters","300025623","scheidsrechters","AAT Getty NL","300025622","personen in de rechten","http://vocab.getty.edu/aat/300025623","http://vocab.getty.edu/aat/300025622"
"industrieel bemiddelaars","300025624","industrieel bemiddelaars","AAT Getty NL","300025623","scheidsrechters","http://vocab.getty.edu/aat/300025624","http://vocab.getty.edu/aat/300025623"
"rechter","300258530","rechters (hogere rechtbanken VS, Canada en Groot-Brittannië)","AAT Getty NL","300025625","rechters","http://vocab.getty.edu/aat/300258530","http://vocab.getty.edu/aat/300025625"
"rechters","300258530","rechters (hogere rechtbanken VS, Canada en Groot-Brittannië)","AAT Getty NL","300025625","rechters","http://vocab.getty.edu/aat/300258530","http://vocab.getty.edu/aat/300025625"
"barristers","300025629","barristers","AAT Getty NL","300025627","advocaten","http://vocab.getty.edu/aat/300025629","http://vocab.getty.edu/aat/300025627"
"kunstvervoerders","300265416","kunstvervoerders","AAT Getty NL","300025631","<personen in de museologie>","http://vocab.getty.edu/aat/300265416","http://vocab.getty.edu/aat/300025631"
"cameramensen","300025647","cameramensen","AAT Getty NL","300025645","<personen in de uitvoerende kunsten>","http://vocab.getty.edu/aat/300025647","http://vocab.getty.edu/aat/300025645"
"kleianimators","300263840","kleianimators","AAT Getty NL","300025646","animators","http://vocab.getty.edu/aat/300263840","http://vocab.getty.edu/aat/300025646"
"videografen","300263895","videografen","AAT Getty NL","300025647","cameramensen","http://vocab.getty.edu/aat/300263895","http://vocab.getty.edu/aat/300025647"
"balletdansers","300236566","balletdansers","AAT Getty NL","300025653","dansers","http://vocab.getty.edu/aat/300236566","http://vocab.getty.edu/aat/300025653"
"filmregisseurs","300312209","filmregisseurs","AAT Getty NL","300025654","regisseurs","http://vocab.getty.edu/aat/300312209","http://vocab.getty.edu/aat/300025654"
"arrangeurs","300025667","arrangeurs","AAT Getty NL","300025666","musici","http://vocab.getty.edu/aat/300025667","http://vocab.getty.edu/aat/300025666"
"ambrotypiefotografen","300263653","ambrotypiefotografen","AAT Getty NL","300025687","fotografen","http://vocab.getty.edu/aat/300263653","http://vocab.getty.edu/aat/300025687"
"radiografen","300252840","radiografen","AAT Getty NL","300025696","wetenschapsfotografen","http://vocab.getty.edu/aat/300252840","http://vocab.getty.edu/aat/300025696"
"boekbinders","300025704","boekbinders","AAT Getty NL","300025701","<personen in de grafische industrie>","http://vocab.getty.edu/aat/300025704","http://vocab.getty.edu/aat/300025701"
"impression printers","300025733","impression printers","AAT Getty NL","300025732","drukkers","http://vocab.getty.edu/aat/300025733","http://vocab.getty.edu/aat/300025732"
"letterontwerpers","300417840","letterontwerpers","AAT Getty NL","300025745","typografen","http://vocab.getty.edu/aat/300417840","http://vocab.getty.edu/aat/300025745"
"aartsbisschoppen","300025753","aartsbisschoppen","AAT Getty NL","300025756","bisschoppen","http://vocab.getty.edu/aat/300025753","http://vocab.getty.edu/aat/300025756"
"aartsdekens","300264311","aartsdekens","AAT Getty NL","300025760","diakenen","http://vocab.getty.edu/aat/300264311","http://vocab.getty.edu/aat/300025760"
"abten","300162118","abten","AAT Getty NL","300025765","monniken","http://vocab.getty.edu/aat/300162118","http://vocab.getty.edu/aat/300025765"
"abdissen","300236003","abdissen","AAT Getty NL","300025770","nonnen","http://vocab.getty.edu/aat/300236003","http://vocab.getty.edu/aat/300025770"
"predikanten","300025777","predikanten","AAT Getty NL","300025771","pastors","http://vocab.getty.edu/aat/300025777","http://vocab.getty.edu/aat/300025771"
"fraters","300266789","fraters","AAT Getty NL","300025783","religieuzen","http://vocab.getty.edu/aat/300266789","http://vocab.getty.edu/aat/300025783"
"wetenschappers","300025788","wetenschappers","AAT Getty NL","300025785","<wetenschappers en personen in aanverwante beroepen>","http://vocab.getty.edu/aat/300025788","http://vocab.getty.edu/aat/300025785"
