"literal","code","standard","contributor","broader_uri","broader_term","uri"
"goatherds","300404140","goatherds","AAT Getty","http://vocab.getty.edu/aat/300025615","herdsmen","http://vocab.getty.edu/aat/300404140"
"falconers","300435104","falconers","AAT Getty","http://vocab.getty.edu/aat/300025619","hunters (people)","http://vocab.getty.edu/aat/300435104"
"arbitrators","300025623","arbitrators","AAT Getty","http://vocab.getty.edu/aat/300025622","people in law","http://vocab.getty.edu/aat/300025623"
"industrial arbitrators","300025624","industrial arbitrators","AAT Getty","http://vocab.getty.edu/aat/300025623","arbitrators","http://vocab.getty.edu/aat/300025624"
"justices","300258530","justices (people in law)","AAT Getty","http://vocab.getty.edu/aat/300025625","judges","http://vocab.getty.edu/aat/300258530"
"barristers","300025629","barristers","AAT Getty","http://vocab.getty.edu/aat/300025627","lawyers","http://vocab.getty.edu/aat/300025629"
"art handlers","300265416","art handlers","AAT Getty","http://vocab.getty.edu/aat/300025631","<people in museology>","http://vocab.getty.edu/aat/300265416"
"camera operators","300025647","camera operators","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300025647"
"clay animators","300263840","clay animators","AAT Getty","http://vocab.getty.edu/aat/300025646","animators","http://vocab.getty.edu/aat/300263840"
"videographers","300263895","videographers","AAT Getty","http://vocab.getty.edu/aat/300025647","camera operators","http://vocab.getty.edu/aat/300263895"
"ballet dancers","300236566","ballet dancers","AAT Getty","http://vocab.getty.edu/aat/300025653","dancers","http://vocab.getty.edu/aat/300236566"
"ballet-dancers","300236566","ballet-dancers","AAT Getty","http://vocab.getty.edu/aat/300025653","dancers","http://vocab.getty.edu/aat/300236566"
"film directors","300312209","film directors","AAT Getty","http://vocab.getty.edu/aat/300025654","directors (performing arts)","http://vocab.getty.edu/aat/300312209"
"narrators","300417254","narrators (actors)","AAT Getty","http://vocab.getty.edu/aat/300025658","actors (performing artists)","http://vocab.getty.edu/aat/300417254"
"arrangers","300025667","arrangers","AAT Getty","http://vocab.getty.edu/aat/300025666","musicians","http://vocab.getty.edu/aat/300025667"
"bandmasters","300025668","bandmasters","AAT Getty","http://vocab.getty.edu/aat/300025672","conductors (musicians)","http://vocab.getty.edu/aat/300025668"
"opera singers","300389786","opera singers","AAT Getty","http://vocab.getty.edu/aat/300025684","singers","http://vocab.getty.edu/aat/300389786"
"ambrotypists","300263653","ambrotypists","AAT Getty","http://vocab.getty.edu/aat/300025687","photographers","http://vocab.getty.edu/aat/300263653"
"radiographers","300252840","radiographers","AAT Getty","http://vocab.getty.edu/aat/300025696","scientific photographers","http://vocab.getty.edu/aat/300252840"
"bookbinders","300025704","bookbinders","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300025704"
"bronzer","300025707","bronzers","AAT Getty","http://vocab.getty.edu/aat/300025706","colorers (graphic design artist)","http://vocab.getty.edu/aat/300025707"
"bronzers","300025707","bronzers","AAT Getty","http://vocab.getty.edu/aat/300025706","colourers (graphic design artist)","http://vocab.getty.edu/aat/300025707"
"impression printers","300025733","impression printers","AAT Getty","http://vocab.getty.edu/aat/300025732","printers (people)","http://vocab.getty.edu/aat/300025733"
"type designers","300417840","type designers","AAT Getty","http://vocab.getty.edu/aat/300025745","typographers","http://vocab.getty.edu/aat/300417840"
"people in religion","300168457","people in religion","AAT Getty","http://vocab.getty.edu/aat/300025746","<people in religion and related occupations>","http://vocab.getty.edu/aat/300168457"
"archbishops","300025753","archbishops","AAT Getty","http://vocab.getty.edu/aat/300025756","bishops (prelates)","http://vocab.getty.edu/aat/300025753"
"cardinal electors","300417539","cardinal electors","AAT Getty","http://vocab.getty.edu/aat/300025758","cardinals (prelates)","http://vocab.getty.edu/aat/300417539"
"archdeacons","300264311","archdeacons","AAT Getty","http://vocab.getty.edu/aat/300025760","deacons","http://vocab.getty.edu/aat/300264311"
"abbots","300162118","abbots","AAT Getty","http://vocab.getty.edu/aat/300025765","monks (people)","http://vocab.getty.edu/aat/300162118"
"abbesses","300236003","abbesses","AAT Getty","http://vocab.getty.edu/aat/300025770","nuns","http://vocab.getty.edu/aat/300236003"
"pastor","300025777","rectors (pastors)","AAT Getty","http://vocab.getty.edu/aat/300025771","pastors","http://vocab.getty.edu/aat/300025777"
"rectors","300025777","rectors (pastors)","AAT Getty","http://vocab.getty.edu/aat/300025771","pastors","http://vocab.getty.edu/aat/300025777"
"high priests","300404315","high priests","AAT Getty","http://vocab.getty.edu/aat/300025774","priests","http://vocab.getty.edu/aat/300404315"
"friars","300266789","friars","AAT Getty","http://vocab.getty.edu/aat/300025783","religious (people)","http://vocab.getty.edu/aat/300266789"
"scientists","300025788","scientists","AAT Getty","http://vocab.getty.edu/aat/300025785","<people in science-related occupations>","http://vocab.getty.edu/aat/300025788"
"algebraists","300264409","algebraists","AAT Getty","http://vocab.getty.edu/aat/300025786","mathematicians","http://vocab.getty.edu/aat/300264409"
"peddlers","300025250","peddlers","AAT Getty","http://vocab.getty.edu/aat/300025246","retailers","http://vocab.getty.edu/aat/300025250"
"pedlars","300025250","pedlars (peddlers)","AAT Getty","http://vocab.getty.edu/aat/300025246","retailers","http://vocab.getty.edu/aat/300025250"
"craftsmen","300025389","craftsmen","AAT Getty","http://vocab.getty.edu/aat/300025253","<people in crafts and trades>","http://vocab.getty.edu/aat/300025389"
"carvers","300025256","carvers (people in crafts)","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300025256"
"gem carvers","300265793","gem carvers","AAT Getty","http://vocab.getty.edu/aat/300025256","carvers (people in crafts)","http://vocab.getty.edu/aat/300265793"
"bronze casters","300435161","bronze casters","AAT Getty","http://vocab.getty.edu/aat/300025257","casters (people)","http://vocab.getty.edu/aat/300435161"
"ciseleur-doreurs","300025262","ciseleur-doreurs","AAT Getty","http://vocab.getty.edu/aat/300025261","gilders","http://vocab.getty.edu/aat/300025262"
"japanners","300025151","japanners","AAT Getty","http://vocab.getty.edu/aat/300025270","lacquerers","http://vocab.getty.edu/aat/300025151"
"millwrights","300025274","millwrights","AAT Getty","http://vocab.getty.edu/aat/300025272","mechanics (people)","http://vocab.getty.edu/aat/300025274"
"marqueteurs","300419478","marqueteurs","AAT Getty","http://vocab.getty.edu/aat/300025280","veneerers","http://vocab.getty.edu/aat/300419478"
"beadworkers","300265514","beadworkers","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300265514"
"glassblower","300025408","glassblowers","AAT Getty","http://vocab.getty.edu/aat/300025283","glassworkers","http://vocab.getty.edu/aat/300025408"
"glassblowers","300025408","glassblowers","AAT Getty","http://vocab.getty.edu/aat/300025283","glass-workers","http://vocab.getty.edu/aat/300025408"
"glass-blower","300025408","Glass-blower","AAT Getty","http://vocab.getty.edu/aat/300025283","glassworkers","http://vocab.getty.edu/aat/300025408"
"glass-blowers","300025408","glass-blowers","AAT Getty","http://vocab.getty.edu/aat/300025283","glass-workers","http://vocab.getty.edu/aat/300025408"
"belt makers","300435192","belt makers","AAT Getty","http://vocab.getty.edu/aat/300025288","leatherworkers","http://vocab.getty.edu/aat/300435192"
"burnishers (metalworkers)","300236589","burnishers (metalworkers)","AAT Getty","http://vocab.getty.edu/aat/300025300","<metalworkers by process or technique>","http://vocab.getty.edu/aat/300236589"
"glass founders","300435181","glass founders","AAT Getty","http://vocab.getty.edu/aat/300025303","founders (craftsmen)","http://vocab.getty.edu/aat/300435181"
"asude","300264258","asude","AAT Getty","http://vocab.getty.edu/aat/300025312","<metalworkers by type of metal>","http://vocab.getty.edu/aat/300264258"
"farriers","300025314","farriers","AAT Getty","http://vocab.getty.edu/aat/300025313","blacksmiths","http://vocab.getty.edu/aat/300025314"
"teocuitlahuaque","300404915","teocuitlahuaque","AAT Getty","http://vocab.getty.edu/aat/300025319","goldsmiths","http://vocab.getty.edu/aat/300404915"
"blacksmiths","300025313","blacksmiths","AAT Getty","http://vocab.getty.edu/aat/300025320","ironsmiths","http://vocab.getty.edu/aat/300025313"
"armorers","300025327","armorers","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300025327"
"armourers","300025327","armourers","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300025327"
"court armorers","300435199","court armorers","AAT Getty","http://vocab.getty.edu/aat/300025327","armorers","http://vocab.getty.edu/aat/300435199"
"court armorer","300435199","court armorers","AAT Getty","http://vocab.getty.edu/aat/300025327","armourers","http://vocab.getty.edu/aat/300435199"
"court armourers","300435199","court armourers","AAT Getty","http://vocab.getty.edu/aat/300025327","armorers","http://vocab.getty.edu/aat/300435199"
"court armourer","300435199","court armourers","AAT Getty","http://vocab.getty.edu/aat/300025327","armourers","http://vocab.getty.edu/aat/300435199"
"gun-stockers","300265038","gun-stockers","AAT Getty","http://vocab.getty.edu/aat/300025335","gunsmiths","http://vocab.getty.edu/aat/300265038"
"coin engravers","300386299","coin engravers","AAT Getty","http://vocab.getty.edu/aat/300025337","medalists","http://vocab.getty.edu/aat/300386299"
"dominotiers","300025345","dominotiers","AAT Getty","http://vocab.getty.edu/aat/300025344","papermakers","http://vocab.getty.edu/aat/300025345"
"dyers","300025351","dyers","AAT Getty","http://vocab.getty.edu/aat/300025349","textile workers","http://vocab.getty.edu/aat/300025351"
"couturiers","300343831","couturiers (dressmakers)","AAT Getty","http://vocab.getty.edu/aat/300025350","dressmakers","http://vocab.getty.edu/aat/300343831"
"dressmakers","300343831","couturiers (dressmakers)","AAT Getty","http://vocab.getty.edu/aat/300025350","dress-makers","http://vocab.getty.edu/aat/300343831"
"kunststicker","300435216","Kunststicker","AAT Getty","http://vocab.getty.edu/aat/300025352","embroiderers","http://vocab.getty.edu/aat/300435216"
"milliners","300025356","milliners","AAT Getty","http://vocab.getty.edu/aat/300025354","hatters","http://vocab.getty.edu/aat/300025356"
"art weavers","300435220","art weavers","AAT Getty","http://vocab.getty.edu/aat/300025367","weavers","http://vocab.getty.edu/aat/300435220"
"fine woodworker","300435132","fine woodworkers","AAT Getty","http://vocab.getty.edu/aat/300025368","woodworkers","http://vocab.getty.edu/aat/300435132"
"fine woodworkers","300435132","fine woodworkers","AAT Getty","http://vocab.getty.edu/aat/300025368","wood-workers","http://vocab.getty.edu/aat/300435132"
"court cabinetmaker","300435200","court cabinetmakers","AAT Getty","http://vocab.getty.edu/aat/300025370","cabinetmakers","http://vocab.getty.edu/aat/300435200"
"court cabinetmakers","300435200","court cabinetmakers","AAT Getty","http://vocab.getty.edu/aat/300025370","cabinet-makers","http://vocab.getty.edu/aat/300435200"
"menuisiers","300025378","menuisiers","AAT Getty","http://vocab.getty.edu/aat/300025376","joiners","http://vocab.getty.edu/aat/300025378"
"carpinteros de lo prieto","300311321","carpinteros de lo prieto","AAT Getty","http://vocab.getty.edu/aat/300025382","woodcarvers (woodworkers)","http://vocab.getty.edu/aat/300311321"
"arcanists","300190373","arcanists","AAT Getty","http://vocab.getty.edu/aat/300025388","ceramicists","http://vocab.getty.edu/aat/300190373"
"toltecah","300404928","toltecah","AAT Getty","http://vocab.getty.edu/aat/300025389","craftsmen","http://vocab.getty.edu/aat/300404928"
"doll artist","300264499","doll artists","AAT Getty","http://vocab.getty.edu/aat/300025399","dollmakers","http://vocab.getty.edu/aat/300264499"
"doll artists","300264499","doll artists","AAT Getty","http://vocab.getty.edu/aat/300025399","doll-makers","http://vocab.getty.edu/aat/300264499"
"cabinetmakers","300025370","cabinetmakers","AAT Getty","http://vocab.getty.edu/aat/300025401","furniture workers","http://vocab.getty.edu/aat/300025370"
"cabinet-makers","300025370","cabinet-makers","AAT Getty","http://vocab.getty.edu/aat/300025401","furniture workers","http://vocab.getty.edu/aat/300025370"
"jewelry artist","300435232","jewelry artists","AAT Getty","http://vocab.getty.edu/aat/300025409","jewelers (people in crafts)","http://vocab.getty.edu/aat/300435232"
"jewelry artists","300435232","jewelry artists","AAT Getty","http://vocab.getty.edu/aat/300025409","jewellers (people in crafts)","http://vocab.getty.edu/aat/300435232"
"tlatecque","300404920","tlatecque","AAT Getty","http://vocab.getty.edu/aat/300025410","lapidaries (people)","http://vocab.getty.edu/aat/300404920"
"violin makers","300025413","violin makers","AAT Getty","http://vocab.getty.edu/aat/300025412","luthiers","http://vocab.getty.edu/aat/300025413"
