"literal","code","standard","contributor","province"
"marechaussee kazerne.","11180","Emmen","cedarproject","Drenthe"
"v. lourdes"".","10322","Engelen","cedarproject","Noord-Brabant"
"j.m. de vries.","10729","Enkhuizen","cedarproject","Noord-Holland"
"enschede (vervolg)","10364","Enschede","cedarproject","Overijssel"
"ermerlo (vervolg).","10732","Ermelo","cedarproject","Gelderland"
"erp.","10385","Erp","cedarproject","Noord-Brabant"
"erp. (vervolg).","10385","Erp","cedarproject","Noord-Brabant"
"esch.","10709","Esch","cedarproject","Noord-Brabant"
"escharen.","10299","Escharen","cedarproject","Noord-Brabant"
"dorp en kom, huizen.","10299","Escharen","cedarproject","Noord-Brabant"
"bolt, huizen.","10299","Escharen","cedarproject","Noord-Brabant"
"langehelde, huizen.","10299","Escharen","cedarproject","Noord-Brabant"
"lagepeel, huizen.","10299","Escharen","cedarproject","Noord-Brabant"
"langenboom, dominicanergest.","10299","Escharen","cedarproject","Noord-Brabant"
"langenboom, overige huizen.","10299","Escharen","cedarproject","Noord-Brabant"
"graspeel, huizen.","10299","Escharen","cedarproject","Noord-Brabant"
"etten en leur (vervolg).","10750","Etten en Leur","cedarproject","Noord-Brabant"
"blija, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"ferwerd, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"genum, huizen","11284","Ferwerderadeel","cedarproject","Friesland"
"h. hallum, armhuis.","11284","Ferwerderadeel","cedarproject","Friesland"
"h. hallum, marechaussee kazerne.","11284","Ferwerderadeel","cedarproject","Friesland"
"h. hallum, overige huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"hallum (oude leye) huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"hogebeintum, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"jislum, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"lichtaard, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"marrum, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"ferwerderadeel (vervolg).","11284","Ferwerderadeel","cedarproject","Friesland"
"nijkerk, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"reitsum, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"wanswerd, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"wanswerd a/d streek, huizen.","11284","Ferwerderadeel","cedarproject","Friesland"
"fijnaart.","10206","Fijnaart en Heijningen","cedarproject","Noord-Brabant"
"eerste oost, huizen.","11226","Franeker","cedarproject","Friesland"
"tweede oost, oude mannen- en vrouwengast.","11226","Franeker","cedarproject","Friesland"
"tweede oost, overige huizen.","11226","Franeker","cedarproject","Friesland"
"eerste west, diaconie weeshuis.","11226","Franeker","cedarproject","Friesland"
"eerste west, st. theresiagesticht.","11226","Franeker","cedarproject","Friesland"
"eerste west, overige huizen.","11226","Franeker","cedarproject","Friesland"
"tweede west, klaerkampshe weeshuis.","11226","Franeker","cedarproject","Friesland"
"tweede west, geneesk. gest. voor krankzinnigen","11226","Franeker","cedarproject","Friesland"
"tweede west, overige huizen.","11226","Franeker","cedarproject","Friesland"
"eerste noord, algemeen armhuis.","11226","Franeker","cedarproject","Friesland"
"eerste noord, overige huizen.","11226","Franeker","cedarproject","Friesland"
"tweede noord, huizen","11226","Franeker","cedarproject","Friesland"
"oostvliet, huizen.","11226","Franeker","cedarproject","Friesland"
"westvliet, huizen.","11226","Franeker","cedarproject","Friesland"
"franeker. (vervolg).","11226","Franeker","cedarproject","Friesland"
"kaatsveld, marechaussee kazerne.","11226","Franeker","cedarproject","Friesland"
"kaatsveld, overige huizen.","11226","Franeker","cedarproject","Friesland"
"vijfhuizen, huizen.","11226","Franeker","cedarproject","Friesland"
"zevenhuizen, huizen.","11226","Franeker","cedarproject","Friesland"
"uitburen, huizen","11226","Franeker","cedarproject","Friesland"
"dorp tzum, algemeen armhuis.","10404","Franekeradeel","cedarproject","Friesland"
"dorp tzum, overige huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp hitzum, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp achlum, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp midlum, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp herbaijum, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp dongjum, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp boer, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp ried, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp peins, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorp zweins, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"dorpn scholum, huizen.","10404","Franekeradeel","cedarproject","Friesland"
"keten.","10404","Franekeradeel","cedarproject","Friesland"
"balk, huizen.","10036","Balk","cedarproject","Friesland"
"wijckel, huizen.","10036","Balk","cedarproject","Friesland"
"sondel, huizen.","10036","Balk","cedarproject","Friesland"
"nijemirdum, huizen.","10036","Balk","cedarproject","Friesland"
"oudemirdum, huizen.","10036","Balk","cedarproject","Friesland"
"mirns & bakhuizen, huizen.","10036","Balk","cedarproject","Friesland"
"harich, huizen.","10036","Balk","cedarproject","Friesland"
"ruigahuizen, huizen.","10036","Balk","cedarproject","Friesland"
"maasdijk, huizen.","10705","Gassel","cedarproject","Noord-Brabant"
"kerkenhoek, huizen.","10705","Gassel","cedarproject","Noord-Brabant"
"heihoek, huizen.","10705","Gassel","cedarproject","Noord-Brabant"
"nieuw gassel, huizen.","10705","Gassel","cedarproject","Noord-Brabant"
"heide, huizen.","10705","Gassel","cedarproject","Noord-Brabant"
"molenakker, huizen.","10705","Gassel","cedarproject","Noord-Brabant"
"tongelaar, huizen.","10705","Gassel","cedarproject","Noord-Brabant"
"gasselte, huizen.","11099","Gasselte","cedarproject","Drenthe"
"kostvliet, huizen.","11099","Gasselte","cedarproject","Drenthe"
"gasselternijveen, huizen.","11099","Gasselte","cedarproject","Drenthe"
"gasselterboerveen, huizen.","11099","Gasselte","cedarproject","Drenthe"
"gasselternijveensche mond, huizen.","11099","Gasselte","cedarproject","Drenthe"
"gasselterboerveensche mond, huizen.","11099","Gasselte","cedarproject","Drenthe"
"st. geertruid.","10288","Breust","cedarproject","Limburg"
"st. geertruid, huizen.","10288","Breust","cedarproject","Limburg"
"eckelrade, huizen.","10288","Breust","cedarproject","Limburg"
"moerslag, huizen.","10288","Breust","cedarproject","Limburg"
"bruisterbosch, huizen.","10288","Breust","cedarproject","Limburg"
"herkenrade, huizen.","10288","Breust","cedarproject","Limburg"
"libeek, huizen.","10288","Breust","cedarproject","Limburg"
"geertruidenberg.","10101","Geertruidenberg","cedarproject","Noord-Brabant"
"geffen.","10370","Geffen","cedarproject","Noord-Brabant"
"gemert.","10277","Gemert","cedarproject","Noord-Brabant"
"gemert (vervolg).","10277","Gemert","cedarproject","Noord-Brabant"
"gendringen, huizen.","10260","Gendringen","cedarproject","Gelderland"
"wals, huizen.","10260","Gendringen","cedarproject","Gelderland"
"wieken, huizen.","10260","Gendringen","cedarproject","Gelderland"
"milt, huizen.","10260","Gendringen","cedarproject","Gelderland"
"veldhunten, huizen.","10260","Gendringen","cedarproject","Gelderland"
"varsselde, huizen.","10260","Gendringen","cedarproject","Gelderland"
"mechelen, huizen.","10260","Gendringen","cedarproject","Gelderland"
"voorst, huizen.","10260","Gendringen","cedarproject","Gelderland"
"klein bredenbroek, huizen","10260","Gendringen","cedarproject","Gelderland"
"groot bredenbroek, huizen.","10260","Gendringen","cedarproject","Gelderland"
"etten, klooster st. ludwina.","10260","Gendringen","cedarproject","Gelderland"
"ulft, klooster st. ludwina.","10260","Gendringen","cedarproject","Gelderland"
"ulft, marechaussee kazerne.","10260","Gendringen","cedarproject","Gelderland"
